paper_id,title,size_bytes,sha256,canonical_sha256,abstract_chars,creator_count,section_count,paragraph_count,body_text_chars,figure_count,table_count,math_count,bibitem_count,quality_tier
01KT6MTHA0TS9A32DHPY66ADDX,Neural Ordinary Differential Equations,2339055,6562249a526336b0676166a1bcb67e6f3ee8d5284564b805d165cb016bc80396,0721f7ddfdb939817ef12dd5d25ab97ad02b3c214748d032924d241a2288b480,891,1,9,123,36397,92,2,310,60,clean
01KT6MTHFJQW5AGW2APC7CVZ7Z,"The Neuro-Symbolic Concept Learner:Interpreting Scenes, Words, and Sentencesfrom Natural Supervision",863665,35db2d7d7a87e602371bc91e38bac0f7d85bcb5fd17b0d4894c859e969fe61b8,4acc66d9be350c53d87a70afef26e493cd24d5d291d6da1205b99d744761954a,1353,1,5,160,62936,25,10,301,52,clean
01KT6MTHH79C189XGB2R6BTQGZ,Non-Autoregressive Neural Machine Translation,458347,6f847a43de47adb220413763aaf0d3591f0c73b261f66adb6d5fb327a8a4bbc8,c3906b09dcc1016900e0ae3d0729197cc6cd65ab6a7a325380adff477b162298,894,1,6,73,26314,8,2,140,17,clean
01KT6MTHHRJ98703XES4QMJSRV,tfShearlab: The TensorFlow Digital Shearlet Transformfor Deep Learning,1182412,0eb1fbb9a0871cae12dd309404aac2829255e993b8f59e61d0bfb7e89a38cee9,c63641941c44db8d07b4b3754ca0e1e65a991abf6bb88140da0f27122f41eee0,1371,2,6,176,58113,8,3,250,38,clean
01KT6MTHKJZ41TBDHEDG2JM6HP,Open-Sora: Democratizing EfficientVideo Production for All,132319,254ca8d9cc2c972ee2ec7e00c09d2e02a7540af751e35541a33da5c00861b7fb,dadf2af812c43da7a04e0ec79224b0ec8be223e51eb78255017c80760f72d04d,1789,1,5,67,20752,9,2,5,38,clean
01KT6MTHM3GG6R9JQHAYS55FW3,OpenELM: An Efficient Language Model Family with Open Training and Inference Framework,356791,9e2daca409a59a1b51fb113035a712d6701d05b3f78799408cc0e887093c1af2,2592d013cd613eb67a1169912d62577dd8ca28b2bcd1d5f9c99cd8b59fe855f8,1436,1,8,48,16030,9,21,37,56,clean
01KT6MTHMK1JD9XQ2F3SH41QXG,Orca: Progressive Learning from Complex Explanation Traces of GPT-4,1095997,757b6c3b641b9777ac8fc57245df20b9f5736f5bb632b3c6bf955b497cfa1224,b18ca1d1738ffc4facbb9608146be59ac308de9e3cf23e009b2b96ec9b93c8e7,1832,1,11,779,106189,35,11,267,38,clean
01KT6MTHT08YDTQ9GBKH29NN89,Jailbreaking Black Box Large Language Models in Twenty Queries,455704,8a2899dd26d41bb8c37d63dcb0864431a0a937debc750823682518e7129061a9,9dd1eaf72d31fc0884a906ef56b18357fed5f6412551bd0a493fb08cf19a22c3,1105,1,6,160,63901,22,17,142,55,clean
01KT6MTHWPMJACXYXENH6ZSAQ5,PandaGPT: One Model To Instruction-Follow Them All,92582,4d40efd5fd9e3a394f58ee59c1100d75f39d093656e02d572a5d41da3701e04d,747cbefa1674438f43ce246ad078bd52174d76762945ecc73ccf75f6631df71c,1138,1,6,23,9233,12,0,14,31,clean
01KT6MTHXEWJTMB0XMSBKS32QN,A Time Series is Worth 64 Words: Long-term Forecasting with Transformers,816898,9dec534a92c3acd84cf93d17cd5fe7bdbbf6b5b138b68ea4d7c41e7bbebf3b1d,a87a9c18f3fbee2fc66eae6710fb4655d7c02a28d73c8f306a66d20eba404c38,1176,1,5,146,44793,7,15,217,43,clean
01KT6MTHYGT46F8B43F8H9AVTY,Rethinking Attention with Performers,5216405,9c4a120ca60e99a6134c74ce458ab0728042cbc36fdf4121425d7e03bfc9937d,47356174221f538cbad5261780f88fe086e0dcfc205d112cf175d339641f2c56,1348,1,14,235,85905,21,2,770,60,clean
01KT6MTJ2T1NHG4B8PRERBTQF9,Reward Constrained Policy Optimization,1113342,876e4632b82f2968a03546fdfc5d151ce67914dca218a6e1bb8ed09f37bae446,38cb4e113c88b14cdbe4e5c8e7b0774c911ef79eeb5d3da6aad3d066df30b307,707,3,7,91,28032,14,2,278,36,clean
01KT6MTJ39RKRJH2M8101WVD6Z,PySCIPOpt-ML: Embedding Trained Machine Learning Models into Mixed-Integer Programs,1553756,33af95aeca323b4b706f05eb946312a135ac23c9e8a656ee56e8f81ad9c8efe5,4710c6a803cb8aaa2b97e9e6ab17121f993b2ac56f1e3deb67afbd8358f0a75a,1277,1,7,79,44742,2,5,403,50,clean
01KT6MTJ5SQMYGG3R1TWQPR262,Prototypical Networks for Few-shot Learning,487400,6ebdfa5938bad423c08c0d79e020ffd09142c0532c02e746efa9454103d8700a,6a65d7c2312f4c63cd476d30be1576f9992ad04b0123d47b51ca789b7e0f92c2,844,1,5,45,27302,6,6,182,31,clean
01KT6MTJ6TR99NXZ7GA117NF8J,QLoRA: Efficient Finetuning of Quantized LLMs,501116,846e1ac870194ff51c2e20510a0dbe86a5bd4fe8d1be22fe21ef4a1d16907a26,cb5e5aa011cb6ab2575bec82cee16a20d819dcb5f1776df2484c9b187b655cd1,1959,1,10,139,60603,6,13,111,73,clean
01KT6MTJBDRD8SR17MDJHVJYMJ,Qwen2 Technical Report,372911,3ae7fc2494db4267b47d09cc7a287251faca62a08399b07024c25db3a9588c75,87f76cc10fb9098e5e0c3b096b728ea91e5a7963907442d31a554d938415daa0,1669,2,6,77,42979,1,15,37,80,clean
01KT6MTJC9R13V7S544ETW3RSZ,Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks,316388,b32d43035e2845eb609bf59d5e2c9b696ecc2888492f897e63b2091adf7cdb4f,01a050359bb9f3e5c4ef4640dae4f7cafd3141644ada74f81acb2a9738fe7c1d,1608,1,8,57,38449,8,5,73,68,clean
01KT6MTJEJJ10FWW2ZSX700YD0,"Red Teaming Language Models to Reduce Harms: Methods, Scaling Behaviors, and Lessons Learned",435656,33d0777520da4d2320bbefa96e98cc624fb14921c3b237efdaca1e5e7f617948,057844b99cf63aa930b97aedd8f73bddb98f856cfc1057486e60ccdd96ebfc36,1339,6,6,326,78320,12,2,50,61,clean
01KT6MTJFGC8XW6SMRW9S6XE9N,Reformer: The Efficient Transformer,973902,f41bd31c7c9a4133b97336f0c6f77e0442799c72fc64150501ac4bbcc9988f8e,71a89c9b6857c923466d1fb4a5f6ddd7d74872e319daad9b4e0a4387d248c3e9,804,1,6,64,29803,5,4,238,26,clean
01KT6MTJJ4X78BFV5VVKV0BART,Ring Attention with Blockwise Transformers for Near-Infinite Context,285129,391d22377e173badff2cc1aef004a4f0b9e1502d5eb425da4d309546e3585854,8d2768db3b03489e3d861fd614059d0faa26a6c4d2c8f1a734e9ec06ceb1484b,1241,1,8,42,33416,5,5,96,39,clean
01KT6MTJN1FSVGR8T6DBMPF5CR,Deep Reinforcement Learning from Human Preferences,296023,7d2de1260f284e3037f83373df2fae533addaca09781091af0f8b37909a2a714,04a0ab0f974a5977b133535215ab8ff80ba17bd7800b0efc4b4e47be450a6b79,921,1,4,134,45699,6,0,74,45,clean
01KT6MTJP6X5T3GC2201XWGKJW,Back to Basics: Revisiting REINFORCE Style Optimization for Learning from Human Feedback in LLMs,531597,383d5e6c66e5cac1d418dcf8b8269850e1873b463ae92e4dc24bb01f1f637131,c91b72615d428911243c71def6aa5b855d92a596c7b081038931c889ae5c0639,1084,24,8,129,48127,7,2,139,55,clean
01KT6MTJT6ZRSSGFHRB6T8WCGQ,RWKV: Reinventing RNNs for the Transformer Era,1767635,946901b58933cf95a3940ea7c7429e7d3213786bac7c7492ffa48f9ee2259e8f,1f7489ed04daa1697f9eb11184e4fd5c65a1e7c3c8f263465239dd46019f4e9f,1309,1,11,258,58260,32,7,326,95,clean
01KT6MTJTS02CBCY8TEH50A70B,Efficiently Modeling Long Sequences with Structured State Spaces,3263900,f9013fe796cf31224dc4b4f688945419f3ff899d5c1b3e60c6a31af21f96828e,52984e15a35ba5ef66b2d8396970d7a5cfa7fddba90a3e08765c2ed46476a6c8,2013,3,5,235,67314,23,8,684,50,clean
01KT6MTJVGKADFZ5C80QPG65Z0,Soft Actor-Critic: Off-Policy Maximum Entropy Deep ReinforcementLearning with a Stochastic Actor,1153420,b2a419d613405974a135b4b2d77bacfb780bc49113f2c052c3839cd88f86bba5,6cae906dc0d5fcc4394273f5fe7b336e5cdcdc09f17dab55344dc7e4f68dd6c0,1242,4,7,75,45692,19,2,203,36,clean
01KT6MTJY2V6S3Y598FRQK4PD7,Segment Anything in High Quality,363753,d61ab8fa040f7ed50cd3fb87254a3de3641594e3c20e839acba143b864c7f964,98944805d379fa9c32ef42fa98305d4f3718681f5fd3a57c5b425f055e251b45,1415,1,9,52,34851,14,16,65,59,clean
01KT6MTK0G73PFDV6T6YZ5JPAV,Sarathi: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills,355054,4d4445db93e0dc3ccbc31b328f855120918b65b2e5f10fbf100d7019c4e97a62,3eb9f6bf59b6b1a97015b0a327c245c4400ab05a2de474781e5960e2d3307fb9,1797,6,8,105,58219,25,4,199,48,clean
01KT6MTK9A7VWE1N5GQQPZNGHW,Self-Rewarding Language Models,465839,1b2a1c78634fd902e72b81ff21b4c5c07ceb832a1f47f85b1d0c4749f1ae5897,593b4ed0f027a97ca6805378648c4ac5957f720af4af83e108a7d6d17b3db9ca,1034,1,6,100,43621,15,10,186,45,clean
01KT6MTKAGE89489K7B9SXKBQJ,A Simple Framework for Contrastive Learning of Visual Representations,759575,87369abb2fcfda33ccc1e5efb7a72a778be694dd194272b93dfd59c797b52022,c427e93678bf95e5e51418dc069b277d9fd3c9772feacf02ad8d760bf3839774,1395,4,9,92,47815,43,14,257,61,clean
01KT6MTKB4QNFZ6QZ5752FQHMP,SimPO: Simple Preference Optimization with a Reference-Free Reward,1628448,c58ebdf0d0a44cb6843a5003f60450b0e34166d938c374dba4ed8c48043259d7,717715cced28946b067f788bc892038c19fb64cf52a8be037a6d4efc5fd36c39,1679,1,7,124,55570,29,17,181,97,clean
01KT6MTKCQW2TBY9QH95T24KK0,DESTINE: Dynamic Goal Queries with Temporal Transductive Alignment for Trajectory Prediction,306669,9d389d15ce12678253d8e81ec5add92460a9613769db30a63b058a546429a5ef,572d9a35512a9800803f9877948cb3488276c533d5de790749ce001611da6f8b,1179,1,6,56,32819,4,6,110,64,clean
01KT6MTKEXYJM4PMGCSNJDS75F,White-Box Adversarial Attacks on Deep Learning-Based Radio Frequency Fingerprint Identification,281475,8a29f1ac76ad115ca92b3d1d6408566a3f2d5a6676ec3fffc840bfcfd1ec62e7,dacb1f75582247704de48eee1c9be73341b15b23ae99d8e766ce59465e71c6ea,1148,1,6,55,19527,21,0,104,20,clean
01KT6MTKFMH7GWQX9F076QS1DD,Scaling and evaluating sparse autoencoders,678107,cb6b4a05ef993259fc246d8aed091e24d33d2f431bde5d4e5471a58eaa05fbaf,167ece5d8275b1944cb472f85fe418d44cdd8f8a12b85fbb1a54f1962e90e959,1527,1,8,172,60965,49,1,289,72,clean
01KT6MTKGCMMZMAHZZ6R0CWWKJ,Generating Long Sequences with Sparse Transformers,345240,1482390e9990b3b51ae18e9f421106ffdc2731d4b070c2250d28f47d38c13afb,998a6ecc5868085d2c397bf59aa256480830f487ef5f6e8bbd795109480396cd,955,4,9,83,26110,8,4,134,28,clean
01KT6MTKGXWGPHQ6ABWY2TC5CQ,SpeechGPT: Empowering Large Language Models with Intrinsic Cross-Modal Conversational Abilities,245303,7e6685cfee4c7597e13c0808f87b9b4ccff40ecf1b00fa4fba0c19effeed277b,f5c7da9bbe239798fa42973a9172dcb5455b7f34f78bf5dab660ebfb2292f88b,1052,1,7,118,26673,2,3,66,27,clean
01KT6MTKJ1N8TJZ18MMBNTTNS4,Dishonesty in Helpful and Harmless Alignment,987271,f843a0a4f8d53487789c0fc0908a48c0d905cf5730fffc40e2badda393035ca8,728b7382759da744816f57adbdbb28b8f4386c8f4fe1a4f4868559504f909a57,980,1,8,314,86887,27,9,224,102,clean
01KT6MTKJP5PT9V3AY8RS2807Y,ST-MoE: Designing Stable and Transferable Sparse Expert Models,900918,ecbc715238392c90cd4b4d105e607c54bda45a793f6f9383f45b142e290e81cd,8cd77c9c48c0780f6ecdd77366baa256778ff6a48a4b9d631956fee0c85cb241,1137,3,11,152,74780,8,21,281,87,clean
01KT6MTKQ4D6TCEFKJV8BYZ6RS,Efficient Streaming Language Models with Attention Sinks,277425,10a1eb1a3166d43ea24f923599c3371d8f8545084e6a6c91733de0a31735a466,1af30e7c8c743b3b97ae8f6c73f9e7b6793073d3a0ad8a926873d1e699a62ff9,1576,1,8,63,41130,53,10,51,63,clean
01KT6MTKXH3JAGXFE6FXCBT2GR,Diffusion Models: A Comprehensive Survey of Methods and Applications,2947471,2675ee6df617dd96d7278e6b4d118af12e05d4f2b85c6febdccc37ce97b2d5e3,25ecfb3e460229e6a8bb3fefdcde0088e3949ce6f28171332803b67eb087e308,1050,9,9,179,126806,19,3,332,396,clean
01KT6MTKYNS1H9V7J1JT0K16TS,ShapeShift: Superquadric-based Object Pose Estimation for Robotic Grasping,101739,932e704be23e43919fb18b18dc7cba4e2661cbf19203df9b63adf164cfff01c0,fa55c5b91065bdee563c5ca659ebafc3f52fddbac556a9da2086d2fabaf258eb,847,1,3,19,6503,8,0,21,7,clean
01KT6MTM18DY3DQK44922M8J0C,A Comprehensive Survey of AI-Generated Content (AIGC): A History of Generative AI from GAN to ChatGPT,485990,619196082356ac977b2be7f009252f58f9823cdaeca2f73b432cce82ab203584,9c4f0ebc6c66cad7a83bf102c8f4a3486fffe051208d612d0c7abdd249d30d19,1746,7,9,104,98586,15,7,34,283,clean
01KT6MTM35DC5WBQ40BTCJ21DC,A Survey of Large Language Models,4985388,eaba7e17b88ef7b50b83361a6b597b74561578a238320af0a021fb2e92d6273c,e038c1108992714ccdded4a34e3bbd69980a50666a201d2e70acf4004cd1af1d,2470,1,12,898,553722,23,21,890,1081,clean
01KT6MTM5VF9FEMHS4M10VTEZA,On the Creativity of Large Language Models,304149,132320096d045f109f9d9d7ba6e428e3993979615427e2ee090a174cc9eab0b8,22e58275d5ef3ce992b5d1d1eac240a2df4403c8e52bda28aad80dcf6548eddb,1061,2,6,30,33829,0,0,0,149,clean
01KT6MTM6W9CV2SX4ZBJTYTA9T,Learning to Control under Uncertainty with Data-Based Iterative Linear Quadratic Regulator,1333407,91fa21af6afcd2501b3c591888d3a8ffdc4c2fa8b0a511a4dd20921e02d7310b,aa492daa4782b8948fc3c4d16f81cbd026d86619f0213c32b1e71d59b0ce1e13,1022,1,5,43,35896,4,1,191,19,clean
01KT6MTM980426QB0F5DP0FE6W,Galaxy Zoo DESI: Detailed Morphology Measurements for 8.7M Galaxies in the DESI Legacy Imaging Surveys,440211,7a238af008e9115c694c964b6b7842b0615339dee17a634e9511d20195911d9f,b40a3b1f99008f674d5535792329d961b223224fd95d7f935d699452aafcb387,781,1,8,132,75245,13,4,118,56,clean
01KT6MTMDJ2YGD7MVQA5Z2K9MV,A Comprehensive Survey of Scientific Large Language Models and Their Applications in Scientific Discovery,1695754,4b3a926b0d8325fcab70da4b0395ae817e9be20b5a215e7929c915cc647eb027,5601843e939cdf6f5ff622c79acdcc34ac85a0ad66067f372f29cf7ceacee318,1037,1,10,4027,71293,1,12,84,407,clean
01KT6MTMN33H2XMS2HGXVM9QNQ,Retrieval-Augmented Generation for Large Language Models: A Survey,573945,f1dddcb24001f3d5c79102c9de9bab4a2b051bb1fb83663530b26f0f104fea26,6d0b1862a99bc8c480fdad2462bd94f16636e1c6448ea3f5d63b452cba707823,1412,10,8,181,61539,6,4,0,182,clean
01KT6MTMQE3M52NG0CB0NQYTDY,Synthesizer: Rethinking Self-Attention for Transformer Models,487797,f743b874ff94b52f992e32acd1d309285b6c8df601343c9f1ce39f89101bf06a,c031e16c7b799ab53ca8985638dd87dfd5faa11eb6c9f73789d2e618c9120887,1349,6,6,77,28621,8,6,156,24,clean
01KT6MTMSC2BQ2DQ73VKKQA0S4,An Empirical Evaluation of Generic Convolutional and Recurrent Networks for Sequence Modeling Supplementary Material,385557,efd77e4556bdf6ff3f2704503dcb973c7cc8ae53498ebdd385d65cf2b9bfc8f4,1e33b492d4e0bfe1b8bf3d743bb043a4fae5906d428ddbd67bdcead93c8b65f5,1071,3,6,78,39777,18,5,128,82,clean
01KT6MTMWVG1GZ2EC091Z8905K,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,1711112,dbc1e3947c45fec7f3d48477182e13d5c45a516d9e4b076ac1c2a2b14844d8b0,9184c6bcadc49f0c0f018c52e26bd088b3eeeb9aee36374337e79a94e0c57a19,1711,1,5,269,54689,10,20,295,59,clean
01KT6MTMXJN9KK6AE2G9ZV8XWQ,TimesNet: Temporal 2D-Variation Modeling for General Time Series Analysis,2370809,389b4f83bf53c1e5c31cd47a1b1dbee5b06944d00c928a00fbc2bef2b0045adc,c441fc64119f95a57559901bafd357db16333212326a85a534d535bd1270dd27,1540,1,6,4366,62223,13,17,147,53,clean
01KT6MTMZ242GTCB61QR5TPF91,ToolLLM: Facilitating Large Language Models to Master 16000+ Real-world APIs,845969,a78348e9f6702ca73c6aaedf344a39137c993f0fdc9e8de7d46685ab3fa2d135,c9ee17182461ea9ec0e59a5b5c227f6411fad97c64d496589ad87b9ea9aedcb8,2032,1,5,99,53952,6,5,426,47,clean
01KT6MTN222WEV6WTER4YQF9W1,Transformers in Reinforcement Learning: A Survey,770203,03e4ff617dfb4beee9e9bee732a1649aa6f1ab2881a9f0a4f26d31b2dbf0911a,2449b09cd739b7f7996fee921f0e7125affb543800ea529d38e1535fb0bd691a,1508,5,11,122,82918,11,0,134,220,clean
01KT6MTN2KB4JS691PNJXFFYTW,Tree of Thoughts: Deliberate Problem Solving with Large Language Models,342573,f4bb84ef6b3a80425d69258e6d211ec8f113cc5081da3b79d8cdf010439ebb6a,617b50e65c5b44102bc5384aee7caf03082758b51fd26161e37960d6ab9f68e0,1348,1,6,101,38675,15,3,121,44,clean
01KT6MTN3DB5E839GMF89AV5Y9,Trellis Networks for Sequence Modeling,1241211,839afd75f270255cfe2e61b97af6d661fe5fcc4c86933aee82120d91ea4115b6,61e0ebdda04d9bfe8972d8a3271750c221a874609870e881038b59a1d199b6c0,1045,1,6,84,49556,17,6,301,59,clean
01KT6MTN51Y51J2RA30KMTT2SX,Universal Transformers,565853,0da2db0577ac64dbd943e13ea133390e175c04fb2457330369604b18fbded2d8,b4653e03b48f185b83fe0364d0e9097a4eb63a9b1b8d2357036b77641172f6b1,1761,1,5,66,35583,26,12,173,35,clean
01KT6MTN702H83M3FZN3SJTSTE,Video-LLaVA: Learning United Visual Representation by Alignment Before Projection,313430,b18a1acfa406b01016c65ff3355bc894bae1c0e12350be48b8fe60bad8856d5d,2256ba78a4d57065e8eef82cfd1162d46b335616d8586ab5e9a05406af6ec3b9,1325,1,7,39,24915,9,7,36,59,clean
01KT6MTN8GGZBCSPVN3X0G0X6P,An Image is Worth 16x16 Words:Transformers for Image Recognition at Scale,634525,218bfb63df1f711ce8cefcbfa5fd37811b9d1a35903690efd1870c3770cb3c2b,2f6bd78d4534fac22e7e4dfb19eafce609c97809f19c22f2e9bc37185ba284d9,986,1,6,159,43096,15,9,182,58,clean
01KT6MTN9667ENDMG7D78BAAJV,Efficient Memory Management for Large Language Model Serving with PagedAttention,440239,f7c8680f1d6cac8db4aec5d1609303aba0484aed3b780bd63f0cd601df418193,d7ab4f928919b4ab6d84c156b9bdbe4cfd5d5dd04bebdc284eb4259b72bcae09,1136,1,11,94,59389,31,1,109,64,clean
01KT6MTNC5WX1VK91Y4WG1BDF9,War and Peace (WarAgent): LLM-based Multi-Agent Simulation of World Wars,1808810,ae94225fef19a1fa5a7ca0fcaacbb43d17e4ac448656d37131019bdd6362b173,3a3f9f9ad533d17f5c1add1eb5dd932a987425112e63919330d10545c97c5b7d,1489,1,8,241,98817,10,5,25,40,clean
01KT6MTNCRSCKYZRZABK18W9C8,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,518112,d159d01c069585f69b611af14847a2fd2705dc7630059861557dcff3c718f3c4,71c405f66c03a01ca04f2d431024c48317bd22cf8b12e7a96c451c0ca103795b,991,1,8,62,31630,3,13,276,60,clean
01KT6MTNEA3Q3J31YPG88HA1DV,Robust Speech Recognition via Large-Scale Weak Supervision,758431,01bc9082c68853fb74290383fcc75e4e997602c78708c5da14298b54cc753923,2be3b1dcc661404e05fd2e13663f2a8d78b635b86e368d560f35588b76be9f7e,593,6,7,425,60470,11,19,40,84,clean
01KT6MTNF9XKJ304QQYA9DZ68R,World Models,404552,a37f9f7d610eb81ef83f7fac9aaf381140a1b1abe4464ade6081c714dbf6a5cb,eda6e41e5db48b6c8f3d3ca3f8fa41ba59b84a6b75cf88bbc38b15479b536f50,641,2,8,154,55263,29,4,187,122,clean
01KT6MTNGAS8BTAM9N4TKBJXHQ,XLNet: Generalized Autoregressive Pretraining for Language Understanding,1053926,06c149a069cab23f53c4966572345f2b2394de3aa97a27cb2ba7c8607e408b60,440b11f969d6e8922c9b62dd1b25f1bf23aad8bbfc495a544259035297fca10e,1112,1,4,95,41837,13,8,241,40,clean
01KTDBZB3F84JVFJGWCAZTVRJ4,Graph Neural Network Training Systems: A Performance Comparison of Full-Graph and Mini-Batch,1175750,5b3e35160586a454e97b85aa50bf65589a00863bf7d6f30a503a1b840116e856,768d1bebb42c7f2d62ee7d9834ef81491d7a8be253f3a8c29e9360fe8df51642,1587,1,7,1275,74232,14,25,257,79,clean
01KTDBZHYZPKT1XD6PTPB9ES1S,Atom: Neural Traffic Compression with Spatio-Temporal Graph Neural Networks,133577,614af4bd836750d92fcddfc79e6767b7279ca721bfc3d246fd0f9d226fdad305,756ca7f21154a3c13447c50c2793faec759069f1ae3d74fb4298eb7f863fa7ec,962,1,7,38,22313,8,1,21,22,clean
01KTDBZMKSDEAAKTX3YJKDC7J8,Transformers are Graph Neural Networks,855599,7d164a1f5cb5ff12f7f4c106e77f97613958c22df8f173bbf0f3628db060bf8c,e08a9f573640b06fda92fb441f95dd63ebcf467f50bcc4bd7343373d49fb28ef,913,1,4,56,19049,4,0,158,38,clean
01KTDC01J1WXTCBHN4NNV8YNKC,Detecting Contextual Network Anomalieswith Graph Neural Networks,279844,309efe00b427fc96a326780b341f9c63523e0bd57e2cb72e93340744cd51281f,e9c972295d7b497e6aba7de67dd7bd7235a1f1088bfe713a9195d7a050a87e0f,1172,4,5,51,24990,3,2,88,23,clean
01KTDC0EV9DMT0E6QSVA0SBW3Q,Development of a Sensory-Neural Network for Medical Diagnosing,261811,cdfb941c62d28b454e45c9571b659422d66a90999f456d0dd7f3e11ece4975ec,f128c285e0f90ed125d0516e0ced76dc124b421dc34fb4602515caef6604724c,714,2,4,27,15242,2,3,138,7,clean
01KTDC0FTGJAZPA5NQBJ6P152M,A Review on Neural Network Models of Schizophrenia and Autism Spectrum Disorder,677364,f905b64b96961aded468f6630ea082a8077408ba3832e4af5b015c05f276bee3,ebb7787a6a2396afc892916aed80ee27b98881d1fcf8e75ad6ac82bef32b75be,1548,6,8,288,110861,35,2,153,173,clean
01KTDC0WG1MAREP4387GT6R36D,Dual Accuracy-Quality-Driven Neural Network for Prediction Interval Generation,1264833,01fd4405e08cf1368640efb641373d2ca4a2a1782cfca05599ae3ccb3b5093b0,f0be30111df0d0dcc557599d8d23f82920f722e55db0c61874c2e2b7aaacb2f9,1704,1,7,90,57938,7,3,580,37,clean
01KTDMRBA2QKRG8B9CN0NEY0JB,"Context Engineering for Multi-Agent LLM Code Assistants Using Elicit, NotebookLM, ChatGPT, and Claude Code",242137,d37eae79944ae7d00fb1ebdc623625b7b7a704c842ff59171ed2e959c121bc32,3cea57cc9b7773a2a8d7f948727b02bc54d60f265843624c94a672d9e3c176b6,1522,1,7,41,34185,5,0,7,7,clean
01KTDMRQJ822YYMEJW4NZCG7DJ,"AOAD-MAT: Transformer-based Multi-Agent Deep Reinforcement Learning Model considering Agents’ Order of Action Decisions This manuscript is an extended version of the work accepted as a short paper at the 26th International Conference on Principles and Practice of Multi-Agent Systems (PRIMA 2025). The Version of Record of this contribution is published in Springer’s Lecture Notes in Artificial Intelligence series (LNCS/LNAI), and is available online at https://doi.org/",674591,959223cfaa7b32388c92878a41637af6a0ff9c09ea5b611179180df5aec28f07,02e29e46915ee451ecaeba8f0cf65456d0196bda5bcbd1ac0a04b8da6ca46e0f,1534,2,6,58,30901,10,2,158,29,clean
01KTDMSXMBYG9YP822DXS6PXDB,Towards Effective GenAI Multi-Agent Collaboration: Design and Evaluation for Enterprise Applications,251185,29b720185784366369373c9bdbc7a31665035128595acbd247a9e176f508828c,b238500cb516980f7f9eae4d3fb500ec1c1061030001264fdcdd443f5a62400f,1684,1,9,335,49843,5,17,10,25,clean
01KV4JEFTGZZHZE9QYNW54B05F,The Stability-Efficiency Dilemma: Investigating Sequence Length Warmup for Training GPT Models,522273,2fb5936ceb02d1d8b745291cc9c463e3695078b430c804748b002f579e50aa8c,e1805907ca1bd7e144d5412e76285341666f9259b4ee7a8f6668c684840511c5,2165,1,8,78,53819,57,9,93,57,clean
01KV4JFKCVED921H5Y92XPRT6K,Coded Beam Training,1166883,440147e890e4765e5f211847f995b4cc6154031c45a340719703ca5f14b4059f,f1c1f614330f7c22383ce09cb7fb50dd35fe174f9eb5414b1a00581f9f0a9eac,1270,1,6,105,53296,15,2,452,32,clean
01KV4JFTDF2J22YKAE6S6DX0CA,Efficient Vision-Language Pre-training by Cluster Masking,453847,a6408be602d18e56486aa53cb7ac2cfa3eed12475f1a81b76cea443c09406d17,2be4020efbab38afe85f44d3e77d77662dbd2f749f11d090707c19cd0fb8b1db,768,1,5,128,30608,10,8,98,75,clean
01KV4JHC3BZ771981ZE9QA9X19,Fast Beam Training for IRS-Assisted Multiuser Communications,1150693,c3f0eadcaa05d1ac8e393950a862d8b31d084ab7ef87a6a260d66eb43282fee6,cf63deaf733b00276e04cd35ebac9beab127f1b679dffa7ab8b0d0d5f452aea3,1096,1,6,35,37777,5,0,313,10,clean
01KV4JHPD0N47EMAXYVNVSCDMQ,Low-Rank Prune-And-Factorize for Language Model Compression,642812,19a8bd9405bf6e09221217336b882371f239b534300a54f0f42706e1b81afcf5,ef824031479147da6b84eb67cccb84bf0aa286cac266fb11031903870bf17834,1094,1,7,62,29308,5,8,268,33,clean
01KV4JHW34AKA7BVAZSNZFKMMA,A Modified Levenberg-Marquardt Algorithm For Tensor CP Decomposition in Image Compression,584692,3f352a27d34d51274741a2670576db564dae1fc224f8109cd4c899022c3f8055,cf4d73310b378d74942f2933b6c75ac37f9c9749711c94568e632543212aff45,760,3,6,36,15722,16,3,203,23,clean
01KV4JJ18ZZ2YPD6CPMDKW8X9Y,Structure induction by lossless graph compression,56857,1b037582bfbc8fb772392d1ba99473a185d6f1721573cbdc5b3ba550501543d7,995787724a53526d8b742edb932f54a41524bca13799d3b72b9a1be59c183779,843,1,6,46,19449,7,2,13,10,clean
01KV4JJ5Y110BXCPJX4YGA2D5A,A Survey on Transformer Compression,1252947,30fa7eba8004aa83e4845810200f312d1f217e61ef62d22f97b0d4b366c0cd93,bb2e5523270c6b316e1a27c49f0c5f3af230307d741cd185eaef94dfa8cc2fe9,1248,1,6,97,79340,16,8,176,289,clean
01KV4JJAW7QFG8GK5G16MY0E8R,Shifting AI Efficiency From Model-Centric to Data-Centric Compression,761461,0c81256df3efac49c679dd7aea50e2d3464f2ea5f32ebdf9e42c4dcbb02c774a,a93d8f54fc598df2da4b462cd8d3052470fe9696b033590c8ab0aa7b849b944e,1309,1,7,77,42047,3,8,118,164,clean
